variable,outcome,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100
townsend,,-1.564705838,-1.511043714,-1.45738159,-1.403719467,-1.350057343,-1.296395219,-1.242733095,-1.189070972,-1.135408848,-1.081746724,-1.028084601,-0.974422477,-0.920760353,-0.867098229,-0.813436106,-0.759773982,-0.706111858,-0.652449734,-0.598787611,-0.545125487,-0.491463363,-0.43780124,-0.384139116,-0.330476992,-0.276814868,-0.223152745,-0.169490621,-0.115828497,-0.062166374,-0.00850425,0.045157874,0.098819998,0.152482121,0.206144245,0.259806369,0.313468493,0.367130616,0.42079274,0.474454864,0.528116987,0.581779111,0.635441235,0.689103359,0.742765482,0.796427606,0.85008973,0.903751853,0.957413977,1.011076101,1.064738225,1.118400348,1.172062472,1.225724596,1.279386719,1.333048843,1.386710967,1.440373091,1.494035214,1.547697338,1.601359462,1.655021586,1.708683709,1.762345833,1.816007957,1.86967008,1.923332204,1.976994328,2.030656452,2.084318575,2.137980699,2.191642823,2.245304946,2.29896707,2.352629194,2.406291318,2.459953441,2.513615565,2.567277689,2.620939813,2.674601936,2.72826406,2.781926184,2.835588307,2.889250431,2.942912555,2.996574679,3.050236802,3.103898926,3.15756105,3.211223173,3.264885297,3.318547421,3.372209545,3.425871668,3.479533792,3.533195916,3.58685804,3.640520163,3.694182287,3.747844411
